exam_type,category,prompt,choice1,choice2,choice3,choice4,correct_answer,model_answer,key_points,explanation,difficulty,image_url,tags,source,source_year,reference_text,code_snippet,code_language,image_urls,certificate_id
WRITTEN_CBT,컴퓨터 구조,PC의 인터럽트(interrupt) 가운데 프린터에 용지가 부족할 때 발생되는 인터럽트는?,PC 하드웨어 인터럽트,인텔 하드웨어 인터럽트,PC 소프트웨어 인터럽트,응용 소프트웨어 인터럽트,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2014-08-17 54번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,인터럽트의 발생 요인으로 가장 적당하지 않은 것은?,정전 발생시,부프로그램 호출,프로그램 착오,불법적인 인스트럭션 수행,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2014-08-17 55번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,"상대 주소지정 방식을 사용하는 JUMP 명령어가 750번지에 저장되어 있다. 오퍼랜드 A=56일 때와 A=-61일 때 몇 번지 로 JUMP 하는가? (단, PC는 1씩 증가한다고 가정한다.)","806, 689","56, 745","807, 690","56, 689",3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2014-08-17 56번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,프로그래머가 어셈블리 언어(Assembly language)로 프로그 램을 작성할 때 반복되는 일련의 같은 연산을 효과적으로 처리하기 위해 필요한 것은?,매크로(MACRO),함수(function),reserved instruction set,마이크로 프로그래밍(micro-programming),1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2014-08-17 57번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,"PE(Processing Element)라 불리는 복수개의 산술, 논리연산 장치를 갖는 프로세서로 동기적으로 병렬처리를 수행하고 동시에 같은 기능을 수행하는 처리기를 무엇이라 하는가?",파이프라인 처리기(Pipeline Processor),배열 처리기(Array Processor),단일 처리기(Single Processor),다중 처리기(Multi Processor),2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2014-08-17 58번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,일반적으로 명령어 파이프라인이 정상적인 동작에서 벗어나 게 하는 원인으로 틀린 것은?,자원 충돌(resource conflict),데이터 의존성(data dependency),분기 곤란(branch difficulty),지연된 분기(delayed branch),4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2014-08-17 59번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,프로그램을 통한 입출력 방식에서 입출력장치 인터페이스에 포함되어야 하는 하드웨어가 아닌 것은?,데이터 레지스터,장치의 동작 상태를 나타내는 플래그(flag),단어 계수기,장치 번호 디코더,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2014-08-17 60번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,분산 처리 운영체제 시스템의 구축 목적으로 거리가 먼 것 은?,자원 공유의 용이성,연산 속도 향상,보안성 향상,신뢰성 향상,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2015-08-16 62번,2015,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,스레드(Thread)에 대한 설명으로 거리가 먼 것은?,하나의 스레드는 상태를 줄인 경량 프로세스라고도 한 다.,프로세스 내부에 포함되는 스레드는 공통적으로 접근 가 능한 기억장치를 통해 효율적으로 통신한다.,"스레드를 사용하면 하드웨어, 운영체제의 성능과 응용 프로그램의 처리율을 향상시킬 수 있다.",하나의 프로세스에 여러 개의 스레드가 존재할 수 없다.,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 63번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,"목적 프로그램을 기억장소에 적재시키는 기능만 수행하는 로더로서, 할당 및 연결은 프로그래머가 프로그램 작성 시 수행하며, 재배치는 언어번역프로그램이 담당하는 것은?",Absolute Loader,Compile And Go Loader,Direct Linking Loader,Dynamic Loading Loader,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 64번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,"3개의 페이지 프레임(Frame)을 가진 기억장치에서 페이지 요청을 다음과 같은 페이지 번호 순으로 요청했을 때 교체 알고리즘으로 FIFO 방법을 사용한다면 몇 번의 페이지 부재 (Fault)가 발생하는가? (단, 현재 기억장치는 모두 비어있다 고 가정한다.)",7,8,9,10,2,,,,medium,/questions/computer-system-engineer/a/20140817/q065-1.png,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 65번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,"운영체제의 운용 기법 중 중앙처리장치의 시간을 각 사용자 에게 균등하게 분할하여 사용하는 체제로서 모든 컴퓨터 사 용자에게 똑같은 서비스를 제공하는 것을 목표로 삼고 있으 며, 라운드 로빈 스케줄링을 사용하는 것은?",Real-time processing system,Time sharing system,Batch processing system,Distributed processing system,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 66번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,HRN(Highest Response-ratio Next) 스케줄링 방식에 대한 설명으로 옳지 않은 것은?,우선순위를 계산하여 그 숫자가 가장 낮은 것부터 높은 순으로 우선 준위가 부여된다.,SJF 기법을 보완하기 위한 방식이다.,긴 작업과 짧은 작업 간의 지나친 불평등을 해소할 수 있다.,우선순위 결정식은 {(대기시간＋서비스시간)/서비스시간} 이다.,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 67번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,프로세서의 상호 연결 구조 중 하이퍼 큐브 구조에서 각 CPU가 3개의 연결점을 가질 경우 CPU의 총 개수는?,8,16,32,65536,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 68번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,페이지(page) 크기에 대한 설명으로 옳은 것은?,"페이지 크기가 작을 경우, 동일한 크기의 프로그램에 더 많은 수의 페이지가 필요하게 되어 주소 변환에 필요한 년 08 월 17 일 필기 기출문제 사상표의 공간은 더 작게 요구된다.","페이지 크기가 작을 경우, 페이지 단편화를 감소시키고 특정한 참조 지역성만을 포함하기 때문에 기억장치 효율 은 좋을 수 있다.","페이지 크기가 클 경우, 페이지 단편화로 인해 많은 기 억공간을 낭비하고 페이지 사상표의 크기도 늘어난다.","페이지 크기가 클 경우, 디스크와 기억장치 간에 대량의 바이트 단위로 페이지가 이동하기 때문에 디스크 접근 시간 부담이 증가되어 페이지 이동 효율이 나빠진다.",2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 69번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,UNIX 파일 시스템 구조에서 전체 파일 시스템에 대한 정보 를 저장하고 있는 블록은?,I-NODE 블록,데이터 블록,슈퍼 블록,부트 블록,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 70번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,파일 소유에 대한 사용자를 변경하는 UNIX 명령은?,cat,find,chown,finger,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 72번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,"주기억장치 관리 기법 중 Best-fit을 사용할 경우 12K의 프 로그램이 할당받게 되는 영역 번호는? (단, 모든 영역은 현 재 공백 상태이며, 탐색은 위에서 아래로 한다고 가정한다.)",영역 1,영역 2,영역 3,영역 4,3,,,,medium,/questions/computer-system-engineer/a/20140817/q073-1.png,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 73번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,분산 운영체제의 개념 중강결합(TIGHTLY-COUPLED) 시스 템의 설명으로 옳지 않은 것은?,프로세서 간의 통신은 공유 메모리를 이용한다.,여러 처리기들 간에 하나의 저장장치를 공유한다.,메모리에 대한 프로세서 간의 경쟁 최소화가 고려되어야 한다.,각 사이트는 자신만의 독립된 운영체제와 주기억장치를 갖는다.,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 74번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,"FIFO 스케줄링에서 3개의 작업 도착시간과 CPU 사용시간 (burst time)이 다음 표와 같다. 이때 모든 작업들의 평균 반환시간(turn around time)은? (단, 소수점 이하는 반올림 처리한다.)",16,20,33,36,4,,,,medium,/questions/computer-system-engineer/a/20140817/q076-1.png,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 76번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,UNIX의 특징으로 볼 수 없는 것은?,대화식 운영체제이다.,다중 사용자 시스템(Multi-user system)이다.,높은 이식성과 확장성이 있다.,파일 시스템은 2단계 디렉토리 구조이다.,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 77번,2014,,,,,computer-system-engineer
WRITTEN_CBT,운영체제 및 시스템 소프트웨어,시간 구역성(Temporal Locality)과 거리가 먼 것은?,스택,순환문,부프로그램,배열 순회,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|운영체제,전자계산기조직응용기사 2014-08-17 80번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,캐리 플래그가 리셋되었을 때 어떤 무부호 2진수를 곱셈 명 령을 사용하지 않고 2로 곱하는 효과를 갖고 있는 명령어 는? 년 08 월 17 일 필기 기출문제,shift right,shift left,exclusive OR,rotate right,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 81번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,다음 중 로더(loader)의 기능에 속하지 않는 것은?,Allocation,Translation,Linking,Relocation,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 82번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,ROM의 기억 특성은?,"휘발성이며, 파괴적으로 읽는다.","비휘발성이며, 파괴적으로 읽는다.","휘발성이며, 비파괴적으로 읽는다.","비휘발성이며, 비파괴적으로 읽는다.",4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2019-03-03 88번,2019,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,Program Counter에 대한 설명으로 틀린 것은?,다음에 수행될 명령어의 주소를 저장한다.,분기 명령어가 아니라면 일반적으로 1~4가 증가한다.,분기 명령어의 주소 부분은 PC 값으로 전송된다.,연산의 결과를 저장하기 위한 레지스터이다.,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 84번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,시스템의 상태를 기록하기 위한 상태비트들의 집합을 나타 내는 것은?,DMA,마이크로 명령,PSW(program status word),캐시(cache),3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 85번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,주메모리의 성능을 평가하는 중요한 요소가 아닌 것은?,사이클 시간,대역폭,기억소자,기억용량,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 86번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,DMA(Direct Memory Access)에 대한 설명으로 틀린 것은?,메모리와 외부회로가 직접 데이터를 주고받는다.,고속으로 대량의 데이터를 전송할 때 주로 사용한다.,memory mapped I/O 방식의 일종이다.,"DMA 제어기는 내부에 어드레스 레지스터, 카운터 레지 스터를 가진다.",3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 87번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,제어 프로그램의 중추적 기능을 담당하는 프로그램으로서 처리 프로그램의 실행 과정과 시스템 전체의 동작 상태를 감독하고 지원하는 기능을 수행하는 제어 프로그램은?,data management program,supervisor program,system control program,status control program,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 88번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,500[KHz] 클록을 사용하는 시스템의 클록 사이클 시간은?,2μs,25μs,20μs,250μs,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 89번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,"입력된 아날로그 신호의 레벨을 미리 지정된 기준 레벨과 비교하고, 양자화 된 레벨을 식별하여 그 값을 디지털 신호 로 출력하는 장치를 무엇이라 하는가?",Decoder,Encoder,D/A Converter,A/D Converter,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 90번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,마이크로컴퓨터 운영체제의 기능과 거리가 먼 것은?,파일 보호,파일 디렉토리 관리,상주 모니터로의 모드 전환,사용자 프로그램의 번역 및 실행,4,,,,medium,,컴퓨터시스템기사|필기|기출|B계보|마이크로전자계산기,전자계산기기사 2016-10-01 55번,2016,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,여러 개의 입출력장치가 연결되어 있을 때 CPU가 각 장치 의 상태 플래그를 순서대로 검사하는 과정을 무엇이라 하는 가?,interrupting,controlling,status checking,polling,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 92번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,하드웨어적으로 인터럽트 요청 장치의 우선순위를 판별할 수 있게 해주는 장치는?,polling,vectoring,daisy chain,DMA,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 93번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,다음의 정보통신용 버스 중 병렬전송이 아닌 것은?,VME bus,RS-232C,Multi bus,IEEE-488 bus,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 94번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,Dynamic RAM과 Static RAM을 비교한 것 중 틀린 것은?,통상 Dynamic RAM은 Static RAM보다 많은 기억용량을 가진다.,Static RAM은 매 밀리 초(ms)마다 cell에 refresh 신호를 가해야 한다.,Dynamic RAM의 Storage cell은 Static RAM의 것보다 작다.,Static RAM은 전원을 끊는 순간 기억된 DATA가 소멸된 다.,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 95번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,two pass 어셈블러에서 second pass시 사용되는 테이블이 아닌 것은?,의사 명령어(pseudo - Instruction) 테이블,MRI(Memory Reference Instruction) 테이블,주소 기호(Address symbol) 테이블,매크로(Macro) 테이블,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 96번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,마이크로컴퓨터의 시스템 소프트웨어 중사용자가 작성한 프 로그램을 실행하면서 에러를 검출하고자 할 때 사용되는 것 은?,로더(loader),디버거(debugger),컴파일러(compiler),텍스트 에디터(text editor),2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 97번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,순차접근 방식이고 속도가 빠르며 메모리 셀이 콘덴서로 되 어 있어 충전 전하를 이동시키면서 시프트 레지스터 기능을 갖는 보조 기억장치는?,자기 버블(magnetic bubble),CCD(charge coupled device),자기 테이프(magnetic tape),자기 코어(magnetic core),2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 98번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,마이크로프로세서가 I/O 인터페이스로부터 요청된 인터럽트 를 해결하기 위해 I/O 주변 장치를 인식하는 방법 중 인식 과정의 속도를 향상시키기 위하여 각 I/O 주변장치에 특정 코드를 할당하는 방법은?,폴링 방식,벡터 인터럽트 방식,다중 인터럽트 방식,프로그램 제어 방식 년 08 월 17 일 필기 기출문제,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|마이크로 전자계산기,전자계산기조직응용기사 2014-08-17 99번,2014,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,매크로 관련 용어 중 매크로 호출 부분에 정의된 매크로코드 를 삽입하는 것을 의미하는 것은?,매크로 확장,매크로 호출,매크로 정의,매크로 라이브러리,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2015-03-08 2번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,C 언어에서 문자열 출력 함수는?,gets( ),puts( ),getchar( ),putchar( ),2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2015-03-08 4번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,C 언어에서 나머지를 구하는 잉여 연산자(modular operator) 는?,#,$,&,%,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2015-03-08 6번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,"C 언어의 기억클래스 중 “extern""을 사용하여 선언하는 변수 는?",자동변수,정적변수,외부변수,레지스터변수,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2015-03-08 7번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,C 언어의 printf( ) 함수에서 실수를 출력할 때 사용하는 형 식지정자는?,%c,%d,%f,%s,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2015-03-08 12번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,객체지향 기법에서 하나 이상의 유사한 객체들을 묶어서 하 나의 공통된 특성을 표현한 것으로 자료 추상화의 개념으로 볼 수 있는 것은?,메소드,메시지,클래스,인스턴스,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기 프로그래밍,전자계산기조직응용기사 2018-03-04 3번,2018,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,데이터 전송에서 오류 발생의 주된 원인으로 거리가 가장 먼 것은?,신호 감쇠 현상,지연 왜곡,잡음,채널 수,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-03-08 21번,2015,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,OSI참조모델에서 종단 간 메시지 전달 서비스를 담당하는 계층은?,물리 계층,트랜스포트 계층,데이터 링크 계층,세션 계층,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-03-08 22번,2015,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,패킷교환 방식에 대한 설명으로 틀린 것은?,패킷길이가 제한된다.,전송 데이터가 많은 통신환경에 적합하다.,노드나 회선의 오류 발생 시 다른 경로를 선택할 수 없 어 전송이 중단된다.,저장-전달 방식을 사용한다.,3,,,,medium,,컴퓨터시스템기사|필기|기출|B계보|데이터통신,전자계산기기사 2020-09-26 83번,2020,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,TCP/IP 관련 프로토콜 중 응용계층에 해당하지 않는 것은?,ARP,DNS,SMTP,HTTP,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-08-16 27번,2015,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,A와 B 사이에서 인터네트워킹을 위한 브리지(Bridge)의 일 반적 기능으로 옳지 않은 것은?,"네트워크 A에서 전송한 모든 프레임을 읽고, 네트워크 B 로 주소가 지정된 프레임들을 받아들인다.",네트워크 B에 대한 매체 접근 제어 프로토콜을 사용하여 네트워크 B에게로 프레임을 재전송한다.,OSI 참조 모델의 데이터 링크 계층에 해당하는 것으로 LAN 프로토콜 중 MAC 계층을 지원한다.,네트워크 A에서 송신한 프레임의 내용과 형식을 수정한 다.,4,,,,medium,/questions/computer-system-engineer/a/20150308/q025-1.png,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-03-08 25번,2015,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,"각 채널별로 타임슬롯을 사용하나 데이터를 전송하고자 하 는 채널에 대해서만 슬롯을 유동적으로 배정하며, 비트블록 에 데이터뿐만 아니라 목적지 주소에 대한 정보도 포함하는 다중화방식은?",파장 분할 다중화방식(WDM),통계적 시분할 다중화방식(STDM),주파수 분할 다중화방식(FDM),코드 분할 다중화방식(CDM),2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-03-08 26번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,데이터 링크 제어 문자 중 수신측에서 송신측으로 부정응답 으로 보내는 것은?,NAK,STX,ACK,ENQ,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-03-08 27번,2015,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,호스트의 물리적 주소로부터 IP 주소를 구할 수 있도록 하 는 프로토콜은?,ICMP,RARP,IGMP,FTP,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2022-03-05 30번,2022,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,ITU-T 표준인 X.25가 정의하고 있는 것은?,경로 설정 알고리즘 정의,동기식 1200bps 변복조기 정의,전용 회선을 위한 4800bps 변복조기 정의,사용자 장치(DTE)와 패킷 네트워크 노드(DCE)간의 데이 터 교환 절차 정의,4,,,,medium,,컴퓨터시스템기사|필기|기출|B계보|데이터통신,전자계산기기사 2017-09-23 91번,2017,,,,,computer-system-engineer
WRITTEN_CBT,디지털 회로 및 데이터 통신,여러 신호를 전송 매체의 서로 다른 주파수 대역을 이용하 여 동시에 전송하는 것은?,시분할 다중화,주파수 분할 다중화,동기식 전송,비동기식 전송,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-03-08 30번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,분산 데이터베이스 시스템에 대한 설명으로 옳지 않은 것 은?,소프트웨어 개발 비용이 감소한다.,지역 자치성이 높다.,자료의 공유성이 향상된다.,신뢰성 및 가용성이 높다.,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-03-08 33번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,스택의 응용 분야와 거리가 먼 것은?,인터럽트의 처리,운영체제의 작업 스케줄링,부프로그램 호출시 복귀주소 저장,컴파일러를 이용한 언어번역,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2018-08-19 38번,2018,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,다음 트리를 전위 순회(Pre-Order Traversal)할 경우 세 번 째로 탐색하는 노드는?,A,B,D,F,3,,,,medium,/questions/computer-system-engineer/a/20150308/q039-1.png,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-03-08 39번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 프로그래밍,데이터베이스 설게 단계로 옳은 것은?,요구조건분석 → 논리설계 → 개념설계 → 물리설계,요구조건분석 → 개념설계 → 논리설계 → 물리설계,개념설계 → 요구조건분석 → 물리설계 → 논리설계,개념설계 → 요구조건분석 → 논리설계 → 물리설계,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|자료구조 및 데이터통신,전자계산기조직응용기사 2015-03-08 40번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,전파지연(propagation delay)에 대한 설명으로 옳지 않은 것은?,gate상의 operation speed는 전파지연에 반비례한다.,전파지연은 ALU path에서 가장 짧은 delay를 말한다.,더 빠른 gate를 사용함으로써 전파지연시간을 줄일 수 있다.,ALU의 parallel-adder에 전파지연을 줄이기 위해 carry look ahead를 사용한다.,2,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2015-03-08 41번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,불 함수식 F = (A + B) · (A + C)를 간략화 한 것은?,F = A + BC,F = B + AC,F = A + AC,F = C + AB,1,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2015-03-08 42번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,다음 회로의 명칭은?,decoder,multiplexer,encoder,shifter,1,,,,medium,/questions/computer-system-engineer/a/20220305/q060-1.png,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2022-03-05 60번,2022,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,폰 노이만(von neumann)형의 컴퓨터 연산장치가 갖는 기능 에 속하지 않는 것은?,제어 기능,함수연산 기능,전달 기능,번지 기능,4,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2015-03-08 44번,2015,,,,,computer-system-engineer
WRITTEN_CBT,컴퓨터 구조,짝수 패리티 비티의 해밍 코드로 0011011을 받았을 때 오 류가 수정된 정확한 코드는?,0111011,0001011,0011001,0010101,3,,,,medium,,컴퓨터시스템기사|필기|기출|A계보|전자계산기구조,전자계산기조직응용기사 2015-03-08 45번,2015,,,,,computer-system-engineer
